transaction_id,store,customer_id,customer_city,customer_gender,product_id,product_price,quantity,total,created_at
725945,Ofline store,283146,Depok,Female,51,709,63,44667,13/12/2018
231655,Ofline store,319969,Jakarta,Male,51,709,63,44667,07/08/2018
646863,Ofline store,414000,Bogor,Male,51,709,63,44667,03/12/2018
375292,Ofline store,178655,Jakarta,Female,51,709,63,44667,12/10/2018
372702,Ofline store,310365,Depok,Male,51,709,63,44667,11/10/2018
646562,Ofline store,216614,Depok,Female,51,709,63,44667,03/12/2018
355111,Ofline store,283146,Depok,Female,51,709,63,44667,04/10/2018
144209,Ofline store,219417,Depok,Female,55,1567,37,57979,24/06/2018
289543,Ofline store,118513,Depok,Male,55,1567,37,57979,07/09/2018
459124,Ofline store,331802,Tangerang,Male,59,1677,39,65403,01/11/2018
782309,Ofline store,272726,Jakarta,Female,59,1677,39,65403,31/12/2018
142402,Ofline store,99982,Depok,Female,59,1677,39,65403,20/06/2018
535527,Ofline store,189714,Depok,Female,59,1677,39,65403,16/11/2018
332685,Ofline store,173293,Tangerang,Female,59,1677,39,65403,26/09/2018
617684,Ofline store,417044,Depok,Female,59,1677,39,65403,29/11/2018
727160,Ofline store,213428,Depok,Female,59,1677,39,65403,13/12/2018
197167,Ofline store,333399,Tangerang,Female,59,1677,39,65403,23/07/2018
287254,Ofline store,182640,Jakarta,Female,59,1677,39,65403,06/09/2018
138477,Ofline store,314336,Depok,Male,59,1677,39,65403,10/06/2018
143928,Ofline store,285762,Tangerang,Male,59,1677,39,65403,23/06/2018
577220,Ofline store,413343,Tangerang,Female,59,1677,39,65403,23/11/2018
695713,Ofline store,412540,Depok,Female,59,1677,39,65403,08/12/2018
192460,Ofline store,150514,Jakarta,Female,59,1677,39,65403,21/07/2018
315789,Ofline store,304743,Depok,Male,63,1682,78,131196,19/09/2018
193045,Ofline store,319279,Bogor,Male,63,1682,78,131196,21/07/2018
220236,Ofline store,299040,Depok,Male,76,1797,76,136572,02/08/2018
446618,Ofline store,334782,Depok,Female,76,1797,76,136572,29/10/2018
136202,Ofline store,292542,Jakarta,Male,76,1797,76,136572,08/06/2018
263825,Ofline store,286207,Jakarta,Male,76,1797,76,136572,28/08/2018
345249,Ofline store,367728,Bogor,Male,55,1567,4,6268,01/10/2018
527254,Ofline store,49752,Tangerang,Female,55,1567,4,6268,15/11/2018
291530,Ofline store,272726,Jakarta,Female,41,354,30,10620,08/09/2018
289909,Ofline store,2493,Jakarta,Female,77,1596,49,78204,07/09/2018
599013,Ofline store,152550,Depok,Female,77,1596,49,78204,27/11/2018
526690,Ofline store,298472,Jakarta,Female,77,1596,49,78204,15/11/2018
290990,Ofline store,134729,Tangerang,Female,77,1596,49,78204,08/09/2018
630259,Ofline store,404349,Bogor,Female,77,1596,49,78204,01/12/2018
652011,Ofline store,139075,Depok,Female,77,1596,49,78204,03/12/2018
140980,Ofline store,140942,Jakarta,Female,46,566,26,14716,14/06/2018
491558,Ofline store,98825,Tangerang,Male,46,566,26,14716,07/11/2018
332202,Ofline store,290526,Jakarta,Male,45,1263,68,85884,26/09/2018
693698,Ofline store,119372,Tangerang,Female,45,1263,68,85884,08/12/2018
623323,Ofline store,412876,Jakarta,Male,45,1263,68,85884,30/11/2018
285598,Ofline store,147109,Tangerang,Female,45,1263,68,85884,05/09/2018
489163,Ofline store,80586,Depok,Female,45,1263,68,85884,06/11/2018
234605,Ofline store,125298,Depok,Male,45,1263,68,85884,09/08/2018
241365,Ofline store,167856,Depok,Female,45,1263,68,85884,13/08/2018
462663,Ofline store,190358,Depok,Female,45,1263,68,85884,01/11/2018
200637,Ofline store,174097,Depok,Male,45,1263,68,85884,25/07/2018
169546,Ofline store,177335,Depok,Female,45,1263,68,85884,06/07/2018
451328,Ofline store,179901,Bogor,Female,43,1252,23,28796,30/10/2018
291935,Ofline store,257982,Depok,Female,43,1252,23,28796,08/09/2018
518014,Ofline store,290219,Tangerang,Female,43,1252,23,28796,13/11/2018
186158,Ofline store,149016,Depok,Female,38,1811,20,36220,17/07/2018
306563,Ofline store,140084,Depok,Male,38,1811,20,36220,15/09/2018
382947,Ofline store,294672,Depok,Female,38,1811,20,36220,16/10/2018
387643,Ofline store,365544,Tangerang,Male,38,1811,20,36220,17/10/2018
579504,Ofline store,375630,Depok,Male,38,1811,20,36220,24/11/2018
460838,Ofline store,170363,Jakarta,Female,38,1811,20,36220,01/11/2018
653033,Ofline store,159660,Bogor,Female,38,1811,20,36220,03/12/2018
317562,Ofline store,177762,Jakarta,Female,38,1811,20,36220,19/09/2018
297767,Ofline store,354781,Jakarta,Female,38,1811,20,36220,11/09/2018
487062,Ofline store,333188,Bogor,Male,38,1811,20,36220,06/11/2018
287812,Ofline store,289071,Bogor,Female,38,1811,20,36220,06/09/2018
205516,Ofline store,126270,Jakarta,Female,38,1811,20,36220,27/07/2018
108492,Ofline store,117916,Depok,Female,38,1811,20,36220,22/05/2018
169914,Ofline store,178118,Depok,Male,38,1811,20,36220,06/07/2018
143166,Ofline store,318514,Depok,Male,38,1811,20,36220,22/06/2018
194078,Ofline store,221551,Bogor,Female,38,1811,20,36220,22/07/2018
682639,Ofline store,134950,Jakarta,Male,38,1811,20,36220,07/12/2018
726842,Ofline store,102364,Depok,Male,38,1811,20,36220,13/12/2018
300805,Ofline store,206431,Depok,Male,38,1811,20,36220,13/09/2018
142040,Ofline store,297073,Tangerang,Female,38,1811,20,36220,19/06/2018
279039,Ofline store,290081,Bogor,Female,38,1811,20,36220,03/09/2018
347655,Ofline store,339704,Depok,Male,38,1811,20,36220,01/10/2018
200567,Ofline store,324596,Bogor,Female,38,1811,20,36220,25/07/2018
545773,Ofline store,256445,Depok,Female,38,1811,20,36220,18/11/2018
339123,Ofline store,306365,Depok,Male,38,1811,20,36220,28/09/2018
409203,Ofline store,290208,Depok,Male,38,1811,20,36220,22/10/2018
236536,Ofline store,187054,Depok,Male,38,1811,20,36220,10/08/2018
779043,Ofline store,334283,Tangerang,Male,38,1811,20,36220,29/12/2018
502164,Ofline store,368777,Bogor,Male,38,1811,20,36220,09/11/2018
654761,Ofline store,190587,Depok,Male,38,1811,20,36220,04/12/2018
777311,Ofline store,440572,Jakarta,Male,38,1811,20,36220,29/12/2018
232977,Ofline store,288280,Jakarta,Female,38,1811,20,36220,08/08/2018
724825,Ofline store,356701,Depok,Female,38,1811,20,36220,13/12/2018
705902,Ofline store,414903,Tangerang,Male,38,1811,20,36220,10/12/2018
745133,Ofline store,433824,Bogor,Male,38,1811,20,36220,16/12/2018
207011,Ofline store,179631,Depok,Male,38,1811,20,36220,28/07/2018
595912,Ofline store,416303,Depok,Male,38,1811,20,36220,27/11/2018
554023,Ofline store,178213,Depok,Male,38,1811,20,36220,20/11/2018
571360,Ofline store,161246,Tangerang,Male,38,1811,20,36220,23/11/2018
635889,Ofline store,415166,Depok,Male,38,1811,20,36220,01/12/2018
341923,Ofline store,319963,Bogor,Male,38,1811,20,36220,29/09/2018
582912,Ofline store,382992,Depok,Female,38,1811,20,36220,24/11/2018
106324,Ofline store,300490,Depok,Female,38,1811,20,36220,21/05/2018
278204,Ofline store,109659,Tangerang,Female,38,1811,20,36220,03/09/2018
738656,Ofline store,433775,Jakarta,Female,50,884,43,38012,15/12/2018
317368,Ofline store,359027,Bogor,Female,50,884,43,38012,19/09/2018
247194,Ofline store,128459,Bogor,Male,50,884,43,38012,16/08/2018
232991,Ofline store,284095,Depok,Male,50,884,43,38012,08/08/2018
725449,Ofline store,332974,Depok,Female,50,884,43,38012,13/12/2018
363645,Ofline store,190875,Tangerang,Female,50,884,43,38012,08/10/2018
185732,Ofline store,146298,Depok,Male,50,884,43,38012,17/07/2018
582364,Ofline store,414316,Bogor,Male,50,884,43,38012,24/11/2018
206518,Ofline store,229926,Bogor,Male,50,884,43,38012,28/07/2018
293328,Ofline store,60130,Depok,Male,50,884,43,38012,09/09/2018
583977,Ofline store,414377,Bogor,Male,50,884,43,38012,25/11/2018
141712,Ofline store,116592,Tangerang,Male,50,884,43,38012,18/06/2018
290794,Ofline store,154062,Jakarta,Female,50,884,43,38012,08/09/2018
315621,Ofline store,146977,Depok,Female,50,884,43,38012,19/09/2018
102578,Ofline store,210505,Tangerang,Male,50,884,43,38012,18/05/2018
699074,Ofline store,430110,Bogor,Male,50,884,43,38012,09/12/2018
586769,Ofline store,249400,Depok,Male,50,884,43,38012,25/11/2018
347673,Ofline store,333368,Depok,Male,50,884,43,38012,01/10/2018
238430,Ofline store,161059,Tangerang,Female,50,884,43,38012,11/08/2018
617592,Ofline store,419783,Jakarta,Female,50,884,43,38012,29/11/2018
498091,Ofline store,176516,Jakarta,Female,50,884,43,38012,08/11/2018
482608,Ofline store,319966,Bogor,Female,50,884,43,38012,05/11/2018
725743,Ofline store,214097,Jakarta,Male,50,884,43,38012,13/12/2018
378916,Ofline store,188581,Depok,Male,50,884,43,38012,14/10/2018
101450,Ofline store,119722,Jakarta,Male,50,884,43,38012,17/05/2018
581843,Ofline store,414241,Depok,Male,50,884,43,38012,24/11/2018
646242,Ofline store,424442,Bogor,Female,50,884,43,38012,03/12/2018
486256,Ofline store,197997,Depok,Female,50,884,43,38012,06/11/2018
189982,Ofline store,223801,Bogor,Female,50,884,43,38012,19/07/2018
539604,Ofline store,371862,Depok,Male,50,884,43,38012,17/11/2018
269051,Ofline store,290219,Tangerang,Female,50,884,43,38012,30/08/2018
620717,Ofline store,415922,Tangerang,Female,50,884,43,38012,30/11/2018
141978,Ofline store,197334,Depok,Male,50,884,43,38012,19/06/2018
101279,Ofline store,292162,Jakarta,Male,43,1252,87,108924,16/05/2018
350470,Ofline store,299667,Tangerang,Female,43,1252,87,108924,02/10/2018
748504,Ofline store,395601,Bogor,Male,43,1252,87,108924,17/12/2018
692572,Ofline store,356503,Depok,Female,86,2298,22,50556,08/12/2018
385377,Ofline store,365544,Tangerang,Male,86,2298,22,50556,16/10/2018
588209,Ofline store,210604,Depok,Male,86,2298,22,50556,25/11/2018
312221,Ofline store,338946,Jakarta,Female,51,709,76,53884,18/09/2018
582067,Ofline store,414280,Tangerang,Female,51,709,76,53884,24/11/2018
239663,Ofline store,334397,Jakarta,Male,51,709,76,53884,12/08/2018
625174,Ofline store,415967,Tangerang,Male,51,709,76,53884,30/11/2018
512327,Ofline store,333264,Depok,Female,51,709,76,53884,12/11/2018
679469,Ofline store,426593,Tangerang,Female,51,709,76,53884,07/12/2018
482011,Ofline store,153446,Depok,Female,51,709,76,53884,05/11/2018
701379,Ofline store,431354,Depok,Female,51,709,76,53884,09/12/2018
578087,Ofline store,409206,Depok,Female,51,709,76,53884,24/11/2018
138548,Ofline store,156973,Tangerang,Male,51,709,76,53884,10/06/2018
142762,Ofline store,293712,Depok,Female,51,709,76,53884,21/06/2018
467184,Ofline store,314838,Jakarta,Male,51,709,76,53884,02/11/2018
101891,Ofline store,274367,Depok,Female,51,709,76,53884,18/05/2018
738930,Ofline store,158834,Jakarta,Female,51,709,76,53884,15/12/2018
592270,Ofline store,412212,Depok,Female,51,709,76,53884,26/11/2018
189418,Ofline store,333268,Depok,Female,51,709,76,53884,19/07/2018
271570,Ofline store,155529,Jakarta,Female,51,709,76,53884,31/08/2018
300789,Ofline store,282779,Depok,Female,51,709,76,53884,13/09/2018
192277,Ofline store,302732,Bogor,Male,51,709,76,53884,21/07/2018
355294,Ofline store,140424,Tangerang,Male,56,2169,37,80253,04/10/2018
687361,Ofline store,429577,Depok,Female,42,651,23,14973,07/12/2018
292775,Ofline store,314011,Jakarta,Male,42,651,23,14973,09/09/2018
591082,Ofline store,415114,Depok,Female,42,651,23,14973,26/11/2018
296765,Ofline store,191359,Tangerang,Male,38,1811,47,85117,11/09/2018
527768,Ofline store,219253,Depok,Male,38,1811,47,85117,15/11/2018
207154,Ofline store,334184,Depok,Male,38,1811,47,85117,28/07/2018
352793,Ofline store,141071,Tangerang,Male,38,1811,47,85117,03/10/2018
782597,Ofline store,441067,Jakarta,Male,38,1811,47,85117,31/12/2018
517142,Ofline store,347832,Tangerang,Male,38,1811,47,85117,13/11/2018
518372,Ofline store,401433,Depok,Male,38,1811,47,85117,13/11/2018
219834,Ofline store,210036,Tangerang,Female,38,1811,47,85117,02/08/2018
188689,Ofline store,252047,Jakarta,Female,38,1811,47,85117,18/07/2018
772687,Ofline store,416118,Bogor,Male,38,1811,47,85117,27/12/2018
270806,Ofline store,345881,Tangerang,Male,38,1811,47,85117,31/08/2018
170994,Ofline store,302473,Jakarta,Male,38,1811,47,85117,07/07/2018
287138,Ofline store,351024,Tangerang,Male,38,1811,47,85117,06/09/2018
512709,Ofline store,257239,Jakarta,Male,38,1811,47,85117,12/11/2018
591690,Ofline store,126240,Tangerang,Female,38,1811,47,85117,26/11/2018
396427,Ofline store,257995,Jakarta,Male,38,1811,47,85117,19/10/2018
282173,Ofline store,206004,Bogor,Male,38,1811,47,85117,04/09/2018
725709,Ofline store,302153,Depok,Male,38,1811,47,85117,13/12/2018
727347,Ofline store,87883,Tangerang,Male,38,1811,47,85117,13/12/2018
293037,Ofline store,187737,Tangerang,Female,38,1811,47,85117,09/09/2018
557049,Ofline store,182709,Tangerang,Female,38,1811,47,85117,20/11/2018
213038,Ofline store,178213,Depok,Male,38,1811,47,85117,31/07/2018
485770,Ofline store,391617,Tangerang,Female,38,1811,47,85117,06/11/2018
653061,Ofline store,159660,Bogor,Female,38,1811,47,85117,03/12/2018
337029,Ofline store,178213,Depok,Male,38,1811,47,85117,28/09/2018
487751,Ofline store,320091,Bogor,Female,38,1811,47,85117,06/11/2018
360187,Ofline store,274764,Depok,Female,38,1811,47,85117,06/10/2018
776218,Ofline store,414884,Bogor,Female,38,1811,47,85117,28/12/2018
288860,Ofline store,116468,Depok,Male,38,1811,47,85117,07/09/2018
306723,Ofline store,308022,Bogor,Male,38,1811,47,85117,15/09/2018
261333,Ofline store,253092,Tangerang,Male,38,1811,47,85117,27/08/2018
347996,Ofline store,106933,Tangerang,Female,38,1811,47,85117,02/10/2018
342158,Ofline store,182892,Jakarta,Female,38,1811,47,85117,30/09/2018
312137,Ofline store,185594,Depok,Male,38,1811,47,85117,18/09/2018
545977,Ofline store,250018,Depok,Female,38,1811,47,85117,18/11/2018
501849,Ofline store,356701,Depok,Female,38,1811,47,85117,09/11/2018
573948,Ofline store,412588,Depok,Female,38,1811,47,85117,23/11/2018
137232,Ofline store,312849,Jakarta,Male,38,1811,47,85117,09/06/2018
235934,Ofline store,291691,Jakarta,Male,38,1811,47,85117,09/08/2018
741670,Ofline store,431309,Depok,Female,38,1811,47,85117,15/12/2018
332344,Ofline store,258325,Jakarta,Female,38,1811,47,85117,26/09/2018
216293,Ofline store,177941,Tangerang,Female,38,1811,47,85117,01/08/2018
173956,Ofline store,247005,Depok,Male,38,1811,47,85117,09/07/2018
143854,Ofline store,152410,Depok,Female,38,1811,47,85117,23/06/2018
197308,Ofline store,289602,Bogor,Female,38,1811,47,85117,23/07/2018
729888,Ofline store,133929,Tangerang,Female,38,1811,47,85117,13/12/2018
174587,Ofline store,219719,Depok,Male,38,1811,47,85117,10/07/2018
230155,Ofline store,218781,Depok,Female,38,1811,47,85117,07/08/2018
283436,Ofline store,299040,Depok,Male,62,1249,29,36221,05/09/2018
185926,Ofline store,152773,Bogor,Female,45,1263,83,104829,17/07/2018
141457,Ofline store,170904,Depok,Male,45,1263,83,104829,16/06/2018
433695,Ofline store,356581,Depok,Female,45,1263,83,104829,27/10/2018
141415,Ofline store,126076,Jakarta,Female,45,1263,83,104829,16/06/2018
591383,Ofline store,398076,Bogor,Male,45,1263,83,104829,26/11/2018
589955,Ofline store,401922,Jakarta,Female,76,1797,25,44925,26/11/2018
500828,Ofline store,318134,Tangerang,Female,76,1797,25,44925,09/11/2018
683836,Ofline store,389421,Depok,Female,76,1797,25,44925,07/12/2018
170654,Ofline store,316048,Jakarta,Male,76,1797,25,44925,07/07/2018
362141,Ofline store,188680,Depok,Male,51,709,89,63101,07/10/2018
142791,Ofline store,310210,Depok,Female,51,709,89,63101,21/06/2018
306656,Ofline store,258325,Jakarta,Female,51,709,89,63101,15/09/2018
534368,Ofline store,134759,Bogor,Female,51,709,89,63101,16/11/2018
258270,Ofline store,53409,Jakarta,Male,51,709,89,63101,24/08/2018
359621,Ofline store,322814,Tangerang,Male,51,709,89,63101,06/10/2018
780310,Ofline store,440847,Depok,Male,51,709,89,63101,30/12/2018
582210,Ofline store,414310,Tangerang,Female,51,709,89,63101,24/11/2018
338689,Ofline store,366761,Jakarta,Male,51,709,89,63101,28/09/2018
174833,Ofline store,268543,Bogor,Male,51,709,89,63101,10/07/2018
726503,Ofline store,433383,Depok,Female,51,709,89,63101,13/12/2018
681297,Ofline store,200948,Tangerang,Male,51,709,89,63101,07/12/2018
557466,Ofline store,36843,Depok,Male,51,709,89,63101,20/11/2018
135713,Ofline store,137448,Jakarta,Female,51,709,89,63101,08/06/2018
101934,Ofline store,261576,Depok,Male,51,709,89,63101,18/05/2018
514370,Ofline store,341070,Tangerang,Female,51,709,89,63101,12/11/2018
589331,Ofline store,415260,Depok,Female,51,709,89,63101,26/11/2018
356884,Ofline store,102364,Depok,Male,51,709,89,63101,05/10/2018
726560,Ofline store,433383,Depok,Female,51,709,89,63101,13/12/2018
488528,Ofline store,178466,Jakarta,Female,38,1811,74,134014,06/11/2018
781187,Ofline store,440952,Depok,Female,38,1811,74,134014,30/12/2018
704363,Ofline store,371863,Depok,Female,38,1811,74,134014,10/12/2018
209620,Ofline store,302731,Tangerang,Female,38,1811,74,134014,30/07/2018
221720,Ofline store,292140,Depok,Male,38,1811,74,134014,02/08/2018
355638,Ofline store,367151,Bogor,Male,38,1811,74,134014,04/10/2018
135227,Ofline store,223835,Jakarta,Female,38,1811,74,134014,08/06/2018
556782,Ofline store,351171,Bogor,Female,38,1811,74,134014,20/11/2018
482042,Ofline store,339285,Bogor,Male,38,1811,74,134014,05/11/2018
352658,Ofline store,368777,Bogor,Male,38,1811,74,134014,03/10/2018
482386,Ofline store,339285,Bogor,Male,38,1811,74,134014,05/11/2018
454716,Ofline store,388158,Tangerang,Male,38,1811,74,134014,31/10/2018
141979,Ofline store,290674,Bogor,Male,38,1811,74,134014,19/06/2018
624917,Ofline store,416104,Depok,Female,38,1811,74,134014,30/11/2018
495759,Ofline store,170487,Depok,Female,38,1811,74,134014,08/11/2018
195671,Ofline store,176370,Bogor,Female,38,1811,74,134014,23/07/2018
169401,Ofline store,176916,Tangerang,Female,38,1811,74,134014,06/07/2018
101626,Ofline store,216299,Bogor,Female,38,1811,74,134014,17/05/2018
212374,Ofline store,256445,Depok,Female,38,1811,74,134014,31/07/2018
101598,Ofline store,293033,Bogor,Male,38,1811,74,134014,17/05/2018
339060,Ofline store,367151,Bogor,Male,38,1811,74,134014,28/09/2018
637424,Ofline store,418936,Depok,Female,38,1811,74,134014,01/12/2018
248491,Ofline store,333270,Bogor,Female,38,1811,74,134014,17/08/2018
741462,Ofline store,433858,Bogor,Female,38,1811,74,134014,15/12/2018
780456,Ofline store,301029,Jakarta,Female,38,1811,74,134014,30/12/2018
261396,Ofline store,272191,Jakarta,Female,38,1811,74,134014,27/08/2018
101457,Ofline store,296435,Depok,Female,38,1811,74,134014,17/05/2018
375642,Ofline store,190729,Depok,Male,38,1811,74,134014,12/10/2018
216484,Ofline store,334556,Depok,Male,38,1811,74,134014,01/08/2018
233894,Ofline store,286518,Bogor,Male,38,1811,74,134014,08/08/2018
491451,Ofline store,395653,Bogor,Female,38,1811,74,134014,07/11/2018
355766,Ofline store,182717,Tangerang,Male,38,1811,74,134014,04/10/2018
265833,Ofline store,347735,Depok,Female,38,1811,74,134014,29/08/2018
295208,Ofline store,109659,Tangerang,Female,38,1811,74,134014,10/09/2018
266686,Ofline store,116779,Depok,Female,38,1811,74,134014,29/08/2018
244776,Ofline store,327216,Bogor,Female,38,1811,74,134014,15/08/2018
653053,Ofline store,159660,Bogor,Female,38,1811,74,134014,03/12/2018
540683,Ofline store,110330,Depok,Male,38,1811,74,134014,17/11/2018
168775,Ofline store,316331,Jakarta,Female,38,1811,74,134014,06/07/2018
748163,Ofline store,420699,Depok,Female,38,1811,74,134014,17/12/2018
775028,Ofline store,417481,Depok,Female,38,1811,74,134014,28/12/2018
366145,Ofline store,272726,Jakarta,Female,38,1811,74,134014,09/10/2018
138489,Ofline store,250046,Depok,Male,38,1811,74,134014,10/06/2018
549322,Ofline store,173656,Jakarta,Male,38,1811,74,134014,19/11/2018
703806,Ofline store,431441,Tangerang,Female,58,2255,34,76670,10/12/2018
415023,Ofline store,130183,Bogor,Male,58,2255,34,76670,23/10/2018
680209,Ofline store,162402,Depok,Female,58,2255,34,76670,07/12/2018
368692,Ofline store,282535,Tangerang,Female,58,2255,34,76670,10/10/2018
725204,Ofline store,189799,Tangerang,Male,58,2255,34,76670,13/12/2018
216435,Ofline store,95812,Depok,Male,58,2255,34,76670,01/08/2018
460577,Ofline store,106657,Depok,Male,58,2255,34,76670,01/11/2018
455258,Ofline store,130183,Bogor,Male,58,2255,34,76670,31/10/2018
696480,Ofline store,430721,Depok,Male,58,2255,34,76670,09/12/2018
182241,Ofline store,291028,Depok,Female,58,2255,34,76670,14/07/2018
237860,Ofline store,108537,Depok,Male,58,2255,34,76670,10/08/2018
661538,Ofline store,269149,Depok,Female,58,2255,34,76670,04/12/2018
370815,Ofline store,182542,Tangerang,Male,58,2255,34,76670,11/10/2018
499636,Ofline store,126268,Tangerang,Female,58,2255,34,76670,09/11/2018
141264,Ofline store,178523,Depok,Female,58,2255,34,76670,15/06/2018
587239,Ofline store,415094,Depok,Male,58,2255,34,76670,25/11/2018
306494,Ofline store,291525,Tangerang,Female,58,2255,34,76670,15/09/2018
694280,Ofline store,178119,Depok,Female,58,2255,34,76670,08/12/2018
169958,Ofline store,178118,Depok,Male,58,2255,34,76670,06/07/2018
191010,Ofline store,291281,Depok,Female,58,2255,34,76670,20/07/2018
101903,Ofline store,137905,Depok,Female,47,1395,10,13950,18/05/2018
701872,Ofline store,284020,Depok,Male,47,1395,10,13950,09/12/2018
623710,Ofline store,241665,Bogor,Male,47,1395,10,13950,30/11/2018
584533,Ofline store,88902,Bogor,Female,47,1395,10,13950,25/11/2018
553137,Ofline store,189649,Depok,Male,47,1395,10,13950,19/11/2018
577499,Ofline store,297643,Depok,Male,52,2213,38,84094,24/11/2018
286794,Ofline store,180609,Bogor,Female,52,2213,38,84094,06/09/2018
725405,Ofline store,156708,Bogor,Male,52,2213,38,84094,13/12/2018
331454,Ofline store,332215,Bogor,Female,52,2213,38,84094,25/09/2018
278385,Ofline store,296802,Tangerang,Female,52,2213,38,84094,03/09/2018
327689,Ofline store,114072,Depok,Female,52,2213,38,84094,24/09/2018
234839,Ofline store,191324,Depok,Female,52,2213,38,84094,09/08/2018
348087,Ofline store,318219,Bogor,Female,49,818,23,18814,02/10/2018
538762,Ofline store,375259,Bogor,Female,49,818,23,18814,17/11/2018
361810,Ofline store,206004,Bogor,Male,49,818,23,18814,07/10/2018
491599,Ofline store,255563,Tangerang,Male,49,818,23,18814,07/11/2018
186378,Ofline store,121926,Bogor,Male,49,818,23,18814,17/07/2018
371180,Ofline store,308973,Tangerang,Male,49,818,23,18814,11/10/2018
406635,Ofline store,199092,Bogor,Male,49,818,23,18814,21/10/2018
366777,Ofline store,149958,Tangerang,Female,49,818,23,18814,09/10/2018
450923,Ofline store,390833,Depok,Male,49,818,23,18814,30/10/2018
461862,Ofline store,392642,Depok,Male,49,818,23,18814,01/11/2018
378041,Ofline store,298195,Bogor,Male,49,818,23,18814,14/10/2018
169466,Ofline store,245759,Bogor,Male,49,818,23,18814,06/07/2018
171332,Ofline store,176345,Depok,Male,49,818,23,18814,07/07/2018
101978,Ofline store,294602,Bogor,Female,49,818,23,18814,18/05/2018
464151,Ofline store,308792,Bogor,Female,49,818,23,18814,01/11/2018
260019,Ofline store,152947,Depok,Male,49,818,23,18814,26/08/2018
615383,Ofline store,332092,Bogor,Female,49,818,23,18814,29/11/2018
337180,Ofline store,238680,Depok,Female,49,818,23,18814,28/09/2018
182685,Ofline store,133363,Depok,Male,49,818,23,18814,15/07/2018
559873,Ofline store,254895,Depok,Female,49,818,23,18814,21/11/2018
347798,Ofline store,319964,Jakarta,Male,49,818,23,18814,02/10/2018
137498,Ofline store,298495,Depok,Male,49,818,23,18814,10/06/2018
350934,Ofline store,265677,Bogor,Female,49,818,23,18814,02/10/2018
246257,Ofline store,218541,Depok,Female,49,818,23,18814,16/08/2018
728535,Ofline store,181311,Bogor,Male,49,818,23,18814,13/12/2018
349746,Ofline store,177981,Bogor,Female,49,818,23,18814,02/10/2018
490145,Ofline store,138059,Depok,Female,49,818,23,18814,07/11/2018
541506,Ofline store,175551,Depok,Female,49,818,23,18814,17/11/2018
496609,Ofline store,186223,Tangerang,Female,49,818,23,18814,08/11/2018
234646,Ofline store,95821,Tangerang,Female,49,818,23,18814,09/08/2018
291141,Ofline store,257255,Tangerang,Male,49,818,23,18814,08/09/2018
596478,Ofline store,290026,Depok,Female,49,818,23,18814,27/11/2018
596469,Ofline store,290026,Depok,Female,49,818,23,18814,27/11/2018
234603,Ofline store,125298,Depok,Male,49,818,23,18814,09/08/2018
286201,Ofline store,201486,Tangerang,Female,49,818,23,18814,05/09/2018
295642,Ofline store,60130,Depok,Male,49,818,23,18814,10/09/2018
217440,Ofline store,324776,Tangerang,Female,49,818,23,18814,01/08/2018
338613,Ofline store,318061,Jakarta,Male,49,818,23,18814,28/09/2018
427106,Ofline store,98651,Depok,Male,49,818,23,18814,25/10/2018
779609,Ofline store,251667,Depok,Male,49,818,23,18814,30/12/2018
210787,Ofline store,319943,Jakarta,Female,49,818,23,18814,30/07/2018
143807,Ofline store,167366,Depok,Female,49,818,23,18814,23/06/2018
101873,Ofline store,118378,Depok,Female,49,818,23,18814,18/05/2018
542824,Ofline store,329733,Bogor,Female,49,818,23,18814,17/11/2018
406619,Ofline store,240397,Bogor,Female,49,818,23,18814,21/10/2018
281888,Ofline store,296804,Depok,Male,49,818,23,18814,04/09/2018
143542,Ofline store,310399,Bogor,Female,49,818,23,18814,23/06/2018
371082,Ofline store,172813,Depok,Female,49,818,23,18814,11/10/2018
304265,Ofline store,108175,Bogor,Female,49,818,23,18814,14/09/2018
631817,Ofline store,179449,Bogor,Female,49,818,23,18814,01/12/2018
284156,Ofline store,153417,Tangerang,Male,49,818,23,18814,05/09/2018
246076,Ofline store,269810,Depok,Male,49,818,23,18814,16/08/2018
725806,Ofline store,417832,Jakarta,Male,49,818,23,18814,13/12/2018
424252,Ofline store,177063,Bogor,Female,49,818,23,18814,25/10/2018
317250,Ofline store,150223,Tangerang,Female,49,818,23,18814,19/09/2018
781553,Ofline store,217518,Bogor,Male,49,818,23,18814,30/12/2018
679454,Ofline store,170423,Depok,Male,49,818,23,18814,07/12/2018
636888,Ofline store,417857,Tangerang,Male,49,818,23,18814,01/12/2018
317606,Ofline store,150371,Depok,Female,49,818,23,18814,19/09/2018
143923,Ofline store,284955,Jakarta,Male,49,818,23,18814,23/06/2018
623351,Ofline store,412876,Jakarta,Male,49,818,23,18814,30/11/2018
350440,Ofline store,182640,Jakarta,Female,49,818,23,18814,02/10/2018
481854,Ofline store,294642,Jakarta,Male,49,818,23,18814,05/11/2018
774671,Ofline store,204886,Jakarta,Male,49,818,23,18814,28/12/2018
306464,Ofline store,258690,Jakarta,Female,49,818,23,18814,15/09/2018
101969,Ofline store,180609,Bogor,Female,49,818,23,18814,18/05/2018
584488,Ofline store,414442,Tangerang,Male,49,818,23,18814,25/11/2018
369469,Ofline store,338242,Tangerang,Male,49,818,23,18814,10/10/2018
135724,Ofline store,100664,Tangerang,Male,49,818,23,18814,08/06/2018
